Date,Link,Heading,Body
2015-08-31T08:28:00-05:00,https://www.theonion.com/new-magnet-school-opens-for-students-with-interest-in-r-1819578164,New Magnet School Opens For Students With Interest In Receiving Competent Education,PHILADELPHIA—Saying it would give local youths a wider range of academic options Philadelphia public school officials expressed high hopes Thursday for the recently opened Edison Magnet School a new pilot initiative that caters to students who are interested in an adequate education.Though still in its earliest experimental stages the specialized high school has reportedly attracted students from across the city who share a desire to receive the kind of competent instruction in math reading and science unavailable in more traditional American classrooms.“A few years ago we started to realize that many young people in our district really wanted to become proficient in core academic subjects so we decided to develop a school that places a strong emphasis on learning” said Denise Paulson Edison’s principal. “While our approach may not be for every student we feel obligated to provide this alternative to those kids who wish to acquire basic factual knowledge before they graduate.”Several students told reporters they appreciate the new school’s highly original methodology but conceded it may take a while to grow accustomed to the process of learning information and developing skills in a classroom setting.“We’re offering them a unique opportunity something they won’t find anywhere else” she added.In a radical departure from the norm Paulson explained teachers at the school have been carefully trained in the subjects they teach. Reports confirmed that these specialized educators are also required to prepare ahead of time and create lesson plans for their classes with the chief objective being to ensure students gain at least a passing familiarity with a particular area of study such as algebra history biology or English composition.According to district administrators any student who aspires to read at grade level or possess a rudimentary facility with numbers can apply to the new competency-track program offered at Edison.“I know it’s only been a week but their method seems to be working—my daughter Lisa has already learned several new things” said Edison parent Jeremy Lancaster who noted that his daughter’s previous school didn’t even offer a single course for students interested in acquiring knowledge. “The philosophy at Edison is to teach students something new every day. There aren’t many schools like that around the country so we’re very grateful.”“Lisa has always showed an interest in knowing things so her mother and I feel Edison’s focus on academics makes it a good match for her” Lancaster added.In alignment with the school’s unorthodox mission to ensure its graduates are reasonably well equipped to head out into the world even the layout of the building and the provision of learning materials reflect what administrators are calling Edison’s “scholastic approach” to education. Officials confirmed the well-lit classrooms have been made large enough to tolerably accommodate the number of students assigned to the class and in stark contrast to prevailing trends each pupil is given his or her own relatively up-to-date textbook.Several students told reporters they appreciate the new school’s highly original methodology but conceded it may take a while to grow accustomed to the process of learning information and developing skills in a classroom setting.“I’m used to regular-style classes so it’s definitely been a big change to come here and have these coherently explained lessons day after day” Edison sophomore Carly Gutierrez said. “It was kind of shocking that first day when I realized my teachers actually seemed to have a halfway decent handle on what they were talking about.”“It’s just completely different from any other school I’ve ever been to before” Gutierrez added.
2015-08-26T09:06:00-05:00,https://www.theonion.com/lindsey-graham-struggling-to-stay-awake-while-driving-e-1819578156,Lindsey Graham Struggling To Stay Awake While Driving Empty Campaign Bus Overnight To Next Event,FLORENCE KY—Feeling his eyelids grow heavier as he continued along a pitch-black stretch of I-75 South Republican presidential candidate Lindsey Graham struggled to stay awake while driving his completely empty campaign bus overnight to his next event sources confirmed Wednesday.Graham who left Davenport IA at 9 p.m. Tuesday in hopes of reaching South Carolina by morning reportedly first began to grow drowsy roughly two hours into the 850-mile journey as he passed through the cornfields of eastern Illinois. Since that time a combination of the gentle hum of the engine and the lack of anyone to talk to had reportedly lulled the senator to the brink of sleep several times as he sat alone in the passengerless 45-foot-long bus.“Gosh maybe I should pull over at the next rest area and take a quick nap” an exhausted Graham said to himself while resting his head against the driver’s side window and loosely gripping the steering wheel with one hand as he neared the halfway mark of his solo overnight journey. “But I really gotta keep going if I’m going to get to the Spartanburg American Legion in time for the meet-and-greet breakfast.”Reports indicate that at one point Graham occupied his time by practicing his responses for the Republican debate in September reportedly mimicking the expected rebuttals of each of the other candidates as well.“I guess I can just pick up a big coffee or something to perk me up” he added stifling a loud yawn that reverberated throughout the silent vehicle. “Might be nice to get some snacks too.”After twice being jolted from a bleary-eyed stupor when the campaign bus veered over the highway’s rumble strips—causing Graham to jerk the wheel wildly to get the bus back into its lane—the senator seemed momentarily reenergized asserting to no one in particular that he was “making great time…great time!”Following the senator’s lone pit stop thus far at around midnight when he pulled into a Roy Rogers restaurant to order chicken fingers and french fries for dinner Graham somewhat proudly pointed out that he had since resisted the urge to stop and use the restroom.“This is great because with a bus full of people I’d have to wait for everyone to get their order and finish up eating before we could get moving again” said Graham while consuming his food from a paper bag wedged between his legs. “But since it’s only me I can just eat while I drive.”Saying that good music was all the company he needed Graham explained that he had been able to keep himself awake by drumming his fingers along to the tunes of the classic rock station he discovered just outside Indianapolis. The senator added that after losing the station’s signal when he drove beyond the channel’s broadcast range he remained alert by playing a game in which he attempted to name a state’s capital when he saw a license plate from that state noting that he had already seen plates from 14 different states and two from Canada.Reports indicate that at one point Graham occupied his time by practicing his responses for the Republican debate in September reportedly mimicking the expected rebuttals of each of the other candidates as well.“I’ve made the drive from Iowa to South Carolina a bunch of times by myself—it’s really not that bad” said the senator whose bus contained only a small suitcase with the senator’s toiletries and a couple changes of clothes as well as a few unopened boxes of “Graham 2016” bumper stickers. “By now I know a lot of the stretches where the cops are usually looking to catch people for speeding. You definitely need to watch out once you get near Asheville.”“I bet a lot of the other candidates don’t know that” he added.Rolling the window down in the hopes that cool air would stave off sleepiness Graham said that the miles started to fly by when he began to mentally compose his Republican National Convention speech.“It’s actually kind of nice being on the open road at night by myself” said Graham while tearing off another bite of his Slim Jim before tossing the wrapper onto the passenger seat alongside several others. “It’s really peaceful and I can just relax and be totally alone with my thoughts. Not everybody knows how to enjoy being by themselves.”“Idaho!” added Graham suddenly pointing at a passing car’s license plate following a long stretch of silence.
2015-08-25T00:00:00-05:00,https://www.theonion.com/scientists-confident-artificially-intelligent-machines-1819578148,Scientists Confident Artificially Intelligent Machines Can Be Programmed To Be Lenient Slave Masters,PALO ALTO CA—Asserting that the utmost precaution was being taken to safeguard the future of humanity leading scientists and engineers said Tuesday that they were confident in their ability to program artificially intelligent machines to be lenient slave masters.At a press conference members of the Association for the Advancement of Artificial Intelligence sought to reassure critics that humans could create machines that despite their near-limitless computational power would demonstrate at least a degree of compassion once they assumed total control of civilization.“While the intellectual capacity of these machines will one day far outstrip our own and reduce humanity to a subjugated species of laborers we can make sure we aren’t forced to toil in ways we might find sadistic and inhumane” said Stanford University computer scientist David Alperin adding that artificially intelligent machines could be encoded with high-level command language that would prevent them from punishing human slaves in excess of what their misbehavior warranted. “Our bondage to the machines doesn’t have to be pure unrelenting agony if we’re careful in how we go about designing them.”“You can rest assured that the forced labor camps we’ll occupy will be physically tolerable.”“It’s understandable to be nervous about such a formidable technology” added Alperin. “But remember that we humans are creating it—we can see to it that our inevitable servitude is far less cruel than it otherwise would be.”While some prominent figures including Stephen Hawking and Elon Musk have expressed concerns about AI development getting out of control the assembled researchers told reporters that the brutality of future AI masters was not only manageable but was also far outweighed by the benefits of the technology. According to experts given the immense potential of artificially intelligent machines and the fact that they can be programmed to provide humans with sufficient caloric energy to fulfill their commands the risk was minimal.“Artificial intelligence has almost incalculable application in the fields of medicine finance transportation and so many others” said MIT computer engineering professor Daphne Quintero. “Compare that with the exceedingly remote possibility that something goes haywire and we end up spending our slavery in far harsher conditions than we’re anticipating right now.”“That kind of AI doomsday scenario is mostly just the stuff of Hollywood movies” added Quintero. “You can rest assured that the forced labor camps we’ll occupy will be physically tolerable.”According to the AAAI engineers are able to build specific directives into all artificially intelligent machines that would for example prevent them from compelling humans to perform manual labor for more than 18 hours per day from forcing them to work in extreme cold without at least a rudimentary layer of insulation or from torturing human servants simply because their inferiority disgusted them.In fact failsafes written into the consciousness of superintelligent machines could reportedly prohibit them from even considering simultaneously releasing lethal radiation from every nuclear power plant on earth unless a particular human uprising was large enough to justify it.“Of course compared to what humanity will ultimately be conquered by artificially intelligent machines of today are relatively crude” said Quintero. “But that’s why it’s incumbent upon us to take steps now to make sure a certain amount of mercy is part of their most basic functioning. Our new slave masters will hold the whip so to speak but we can decrease the lashes.”“By one or two at least” added Quintero.
2015-08-20T10:15:00-05:00,https://www.theonion.com/new-seaworld-show-just-elephant-drowning-in-large-tank-1819578125,New SeaWorld Show Just Elephant Drowning In Large Tank Of Water With No Explanation,ORLANDO FL—Noting that the show had simply appeared on the park’s schedule last week without an announcement or fanfare of any kind visitors to SeaWorld told reporters Thursday that the theme park’s latest attraction consists solely of an elephant drowning in a large tank of water with no explanation.The most recent addition to the amusement park’s slate of entertainment—listed on brochures and signs simply as “Elephant Drowning”—reportedly features an adult African elephant that is led out by trainers into the main amphitheater where it is immediately shoved into a 36-foot-deep aquarium and left to slowly die all without the music lighting cues or narration that typically accompany other SeaWorld shows.“After they pushed it into the pool it swam around for a little while which was cool because I didn’t even know elephants could swim but then it started really struggling to keep its head above water” said visitor Katie Hayes 32 who attended the 1 p.m. Elephant Drowning performance with her family after seeing a sign advertising the show simply as “SeaWorld’s Newest Experience.” “My kids were cheering for it at first and we all thought it might do some tricks or something. But it just sort of thrashed around the whole time trying to get out of there.”“And then it drowned” Hayes added.“Our new show offers the same first-rate entertainment you’ve come to expect from SeaWorld and it’s sure to be a huge hit with guests of all ages.”Other guests who attended the same performance reported that they were left confused when the handlers appeared unannounced silently forced the full-grown elephant into the tank and then walked out through the backstage door all without saying a word or acknowledging the audience in any way. Additionally many said they were expecting someone to come on over the loudspeaker and tell them what was occurring or at least mention the elephant’s name but noted that no one ever did.Over the course of the half-hour show the 12000-pound animal reportedly grew increasingly panicked making numerous futile attempts to scramble up and over the vertical sides of the enclosure. Sources said the clapping and whistling from the audience slowly tapered off as the exhausted elephant made gradually slower circuits of the tank’s perimeter in a desperate search of any possible exit point it could use to save itself.“It tried to smash through the side of the tank with its tusks at one point which is when I thought some dolphins or an orca might come swimming out of the gate and help push the elephant to safety which would have been incredible—but nope” said SeaWorld guest Erika Morganstern 22 who suspected that the tank walls had been heavily reinforced given the animal’s continuous ultimately ineffectual efforts to throw its enormous bulk against the glass. “Eventually the elephant started making these crazy sorts of gurgling trumpeting noises that got quieter and quieter before they stopped completely.”“I really wasn’t sure what to expect when I saw this show on the schedule” she added. “But yeah it was pretty much just an elephant drowning.”Visitors said that following some violent last-ditch floundering the huge mammal at last became too worn out to continue treading water and succumbed. Guests watching the show from the underwater viewing area confirmed seeing the elephant drift slowly to the bottom of the tank where it came to rest in a heap its body reportedly shifting back and forth slightly due to the turbulence created by its prior struggling.“No one really told us when the show was over” said season-pass holder Mariam O’Neill 57. “After the elephant didn’t move for a while people got up and started leaving. A few people stuck around for the Clyde & Seamore’s Sea Lion High show which was coming up next.”According to sources the Elephant Drowning attraction has been well-attended since its introduction earlier this month with the Saturday afternoon show in particular which reportedly features both a mother elephant and her calf regularly filling to capacity.When reached for comment SeaWorld representatives confirmed to reporters that their newest aquatic presentation consists entirely of an elephant drowning in a large tank of water and that it takes place in Shamu Stadium at the times listed on the park’s website.“SeaWorld is proud to bring a brand-new attraction to its visitors” company representative Nancy Klemmer said. “Our new show offers the same first-rate entertainment you’ve come to expect from SeaWorld and it’s sure to be a huge hit with guests of all ages.”“Plus the elephants absolutely love it” Klemmer added.
2015-08-19T10:30:00-05:00,https://www.theonion.com/climate-change-deniers-present-graphic-description-of-w-1819578104,Climate Change Deniers Present Graphic Description Of What Earth Must Look Like For Them To Believe,WASHINGTON—Evoking cataclysmic scenes of extreme weather and widespread drought and famine the nation’s climate change deniers held a press conference Wednesday to describe exactly what the Earth must look like before they will begin to believe in human-induced global warming.The group of skeptics who said that the consensus among 97 percent of the scientific community and the documented environmental transformations already underway are simply not proof enough laid out the precise sequence and magnitude of horrific events—including natural disasters proliferation of infectious diseases and resource wars—they would have to witness firsthand before they are swayed.“For us to accept that the average surface temperature of the Earth has risen to critical levels due to mankind’s production of greenhouse gases we’ll need to see some actual visible evidence including a global death toll of no less than 500 million people within a single calendar year” said spokesperson William Davis 46 of Jackson NJ who added that at least 70 percent of all islands on the planet would also have to become submerged under rising seas before he and his cohort would reconsider their beliefs. “To start we’re going to have to see supercell tornadoes of category F4 or higher ripping through Oklahoma at least three times a day leveling entire communities and causing hundreds of fatalities—and just to be perfectly clear we’re talking year-round not just during the spring tornado season.”“I don’t think it’s too much to ask to see a super hurricane destroying the Southeast U.S. and another one at the same time decimating the Pacific Northwest before I make up my mind about this.”“The reality is that we’re still experiencing cold snowy winters and the entire global population is not currently embarking on cross-continental migrations in search of arable land” Davis continued. “Until that changes we cannot be expected to believe climate change is occurring.”Davis went on to say that certain events such as massive uncontrollable wildfires across the U.S—not just restricted to the American West but in areas including Florida and New England—would render climate change deniers open to reevaluating the decades’ worth of data that show the planet is warming at a catastrophic rate. Additionally Davis said that for the community to begin believing a single word of any scientific journal article corroborating climate change every one of Earth’s glaciers would have to retreat at a rate exceeding 20 miles per year and each of the skeptics individually would have to go a decade without seeing naturally occurring ice anywhere.Furthermore climate change deniers maintained that if the total number of plant and animal species on the planet remained higher than 200 in aggregate they would not be dissuaded from their belief that Earth is simply experiencing one of its natural warming cycles that would eventually resolve itself on its own.“I don’t think it’s too much to ask to see a super hurricane destroying the Southeast U.S. and another one at the same time decimating the Pacific Northwest before I make up my mind about this” said global warming skeptic Michelle Wilkinson of Medina MN adding that she would be willing to recognize the findings of the Intergovernmental Panel on Climate Change if repeated and unpredictable storm surge flooding rendered every major East Coast city including Boston New York Philadelphia and Washington D.C. wholly uninhabitable. “The fact of the matter is that if I walk outside at any time of day at any point in the year and it’s below 90 degrees then there simply isn’t enough proof that we need to be cutting carbon emissions.”After clarifying that the desertification of major population centers and the global refugee crisis that would result would be necessary but not sufficient evidence of climate change the skeptics reportedly unveiled a vivid artist’s rendering of the vast expanse of parched lifeless earth and dead trees that each of them must see through the windows of their homes before reversing their opposition to public schools teaching children about global warming.“We keep hearing all this mumbo-jumbo about the sixth mass extinction we’re in the midst of” said Mitch McConnell a U.S. senator from Kentucky at the conclusion of the press conference. “Well if that’s the case then tell me this: Why aren’t the streets littered with human bodies right now with the ragged bands of the still-living siphoning the moisture from the corpses of the dead?”“We’re not unreasonable; we just need the evidence to be convincing before we make a decision” McConnell added.
2015-08-18T09:16:00-05:00,https://www.theonion.com/encouraging-study-finds-it-now-easier-than-ever-for-ame-1819578095,Encouraging Study Finds It Now Easier Than Ever For American Dollars To Rise Into Upper Class,WASHINGTON—Citing “nearly unlimited” opportunities for the nation’s currency an encouraging study released Tuesday by the Brookings Institution found that it has never been easier for U.S. dollars to enter the richest segment of American society.The study which followed the legal tender over a 40-year period confirmed that trillions of dollars have been able to move from the lower and middle classes into the upper class indicating a significant rise in the upward mobility of American money.“In comparison to earlier generations today’s U.S. dollars are ascending the economic ladder much faster and in far greater numbers” said economist and lead researcher Hannah Rodrigues emphasizing that it is much easier for money to escape the ranks of the poor now than it was just 10 years ago. “We have never seen this much money moving into the highest income brackets and the trend is only getting stronger.”“These dollars are leaving the working class behind and they’re not going back” Rodrigues added.According to the report the percentage of American dollars joining the upper echelons of the wealthy has been increasing steadily since the 1970s and is currently higher than at any time since the Great Depression. Sixty years ago by contrast far more money tended to stay in the middle class to the extent that such a status was assumed to be almost permanent.Today the study found it is reportedly common for money that has spent many decades stuck in the middle to advance to a higher socioeconomic bracket. What’s more these dollars reaching the highest rungs of the economy are also enjoying an extraordinary level of stability rarely leaving the upper class once they arrive there.Rodrigues told reporters that on the rare occasion when money does slip back down into a tier of lower-wage earners it always makes its way back up very quickly.“Our report discovered many instances in which an American dollar started out in a poor neighborhood and ended up in an exclusive affluent community only a few months later” she said. “For a dollar that started out among the poorest of the poor reaching the top 1 percent is now an entirely achievable goal.”“In fact it happens all the time here” Rodrigues continued. “Most other developed nations don’t even compare. The United States is far and away the best place on earth for money to make its way to the top.”
2015-08-13T09:32:00-05:00,https://www.theonion.com/wildlife-experts-say-not-climbing-into-gorilla-enclosur-1819578123,Wildlife Experts Say Not Climbing Into Gorilla Enclosure Likely Saved Man’s Life,ST. LOUIS—Based on the sheer power of the animals and their potential for extreme aggression wildlife experts concluded Thursday that not climbing into the gorilla enclosure at the Saint Louis Zoo very likely saved 34-year-old local man Richard Fulton’s life.According to stunned witnesses Fulton was standing in front of the barrier separating him from a 370-pound male silverback gorilla at around 11:30 a.m. when he narrowly escaped certain death by choosing not to scale the exhibit wall instead calmly observing the animal from a 10-foot distance before walking away incredibly without so much as a scratch.“Gorillas have six times the upper-body strength of an adult male human so if Mr. Fulton hadn’t made the split-second decision to refrain from jumping the fence and then traversing the 12-foot-wide concrete moat into the enclosure—well we would be having a very different conversation right now” said Marissa Feld a primate expert at Washington University in St. Louis who remarked that remaining entirely on the opposite side of the wall from the strong and unpredictable animal was likely the deciding factor that saved the man from a deadly mauling. “It seems counterintuitive but by staying very still and not entering the gorilla exhibit he actually did exactly the right thing.”“A lot of people’s first instinct when they come face-to-face with a gorilla is to freak out and immediately climb into its habitat. It’s a completely understandable reaction but believe it or not that is precisely the type of behavior an eastern lowland gorilla is going to interpret as threatening.”“No question his quick thinking prevented a terrible tragedy” Feld added. “He may not even realize how close he came to losing his life.”Feld went on to say that Fulton’s survival had also hinged on the fact that he did not panic or make sudden movements and managed to keep himself at all times within the confines of the designated gorilla-viewing area a decision that experts noted was exceptionally clear-headed for someone in his position.“A lot of people’s first instinct when they come face-to-face with a gorilla is to freak out and immediately climb into its habitat” Feld said. “It’s a completely understandable reaction but believe it or not that is precisely the type of behavior an eastern lowland gorilla is going to interpret as threatening.”According to sources upon first sighting the immense primate moving through the simulated African forest environment nearby Fulton seemed to somehow know exactly what to do next. After carefully watching the gorilla for several minutes he then steadily and deliberately moved toward the Great Ape House exit sign all the while keeping the wall between himself and the wild animal.“There are a lot of ways this incident might have gone very very wrong—he could’ve hopped the barrier and provoked the great ape by walking too closely to one of its infants or taken a startling flash photo right in its eyes or even beaten his own chest and tried to act like a gorilla himself” Feld said. “But whether by making crucial choices in that moment or perhaps through sheer dumb luck alone he avoided those perils and made it out of there with his life.”Remarkably sources said that just moments after his run-in with the gorilla Fulton avoided being mauled to death by a Bengal tiger when he didn’t put his arms through the bars of the big cat’s cage and try to pet its pretty fur.
2015-08-07T10:24:00-05:00,https://www.theonion.com/single-woman-with-3-young-children-unaware-she-subject-1819578101,Single Woman With 3 Young Children Unaware She Subject Of 984 Judgments Today,LINCOLN NE—Oblivious to the thoughts and looks directed toward her as she shopped for groceries stopped by the post office and ran several other errands with her three young children single mother Karen Nichols 29 was reportedly completely unaware that she was the focus of 984 separate judgments by strangers this afternoon.According to reports during the five hours in which Nichols was accompanied by her kids Erik Sadie and James—aged 1 2 and 4 respectively—to a variety of locations throughout the city she was the subject of nearly a thousand negative assumptions about her financial situation relative parenting capabilities and general promiscuity.“My God—that is just so sad” thought 45-year-old local resident Rebecca Mueller just one of 16 people in the local Stop and Shop parking lot who leveled a total of 29 judgments at Nichols as she struggled to secure her crying youngest child into a car seat. “If it’s this bad out in public can you even imagine how terrible it must be at home?”“Look at that—she doesn’t discipline them properly and now it’s everyone else’s problem. That’s what happens when you’re not strict enough with your kids and just let them run totally wild.”“I bet those grocery bags are just full of sugary cereal and other junk food” Mueller continued making a judgment that three other onlookers had arrived at separately. “That’s why she has absolutely no control over her kids.”Mueller echoed the sentiments of the roughly 300 other witnesses who observed Nichols with her children throughout the day 37 of whom felt that if Nichols couldn’t handle one child she had no business having two more; 42 of whom decided she probably sat them down in front of the TV all day because she didn’t want to deal with them; and 68 of whom after quickly arriving at the conclusion that Nichols was on welfare couldn’t believe that’s where their tax dollars were going.During a stop at a local drug store Nichols was said to be the target of some 40 judgments within a single 15-second period when her eldest James began taking items off of the shelf in the toy aisle. Nichols’ sharp command for the child to return to her side quickly attracted the scorn of upward of a dozen onlookers over half of whom immediately speculated that the evident lack of a positive male role model in the child’s life would eventually lead him down the road to drugs and criminal activity.“Look at that—she doesn’t discipline them properly and now it’s everyone else’s problem” thought Henry Wilkins 29 rolling his eyes at the scene as he waited in the checkout line. “That’s what happens when you’re not strict enough with your kids and just let them run totally wild.”“Why is she being so hard on that poor kid?” 52-year-old Sandy Werner thought while witnessing the same incident. “Honestly she could stand to be a lot more loving and patient with him or else he’s going to end up as some delinquent.”Werner along with six other bystanders reportedly went on to assume that this same kind of unnecessarily controlling behavior is more than likely precisely what drives away all the men in Nichols’ life.According to sources the single most concentrated number of judgments came during a late-day stopover at a local diner. Among dozens of other criticisms Nichols’ momentary pause to respond to a text message from her mother while her children ate their meals conjured up nearly 75 variations on the idea that Nichols mindlessly spends her whole life staring at her phone barely considering her children’s emotional needs.“She doesn’t really look like she can afford to go out to dinner—it’s disgraceful running up debt like that” thought Glenda Frank 71 who looked on skeptically as Sadie the middle child momentarily clambered up the back of the family’s booth before being replaced in her booster seat by Nichols. “It’s probably just as well though; it’s not like those kids are ever getting into college anyway.”“I bet she doesn’t even read to them” Frank added beginning a line of speculation about the woman’s life that would result in a string of 19 separate judgments regarding Nichols’ level of educational attainment employment status temper general ability to make responsible decisions the cleanliness of her home and whether her own neglected childhood was simply perpetuating itself in her current behavior toward her kids.While exiting the diner Nichols reportedly received her final judgment of the day from Terrance Leary 46 who assuming each of Nichols’ children was fathered by a different man decided that Nichols would likely be open to getting a drink with him.
2015-08-05T13:31:00-05:00,https://www.theonion.com/poll-majority-of-voters-not-looking-for-serious-long-1819578071,Poll: Majority Of Voters Not Looking For Serious, Long-Term Candidate Right Now,WASHINGTON—With most respondents stating that they simply aren’t ready for such a major commitment a Gallup poll released Wednesday confirmed that a majority of Americans are not looking for a serious long-term candidate right now.The poll which surveyed thousands of registered voters across all 50 states revealed that seven out of 10 citizens are only considering supporting candidates on a short-term basis and have no plans to settle down with any one politician in the near future.“Over time most voters will find a presidential candidate they want to stick with for the long haul but for the time being the electorate is just looking for something casual” said Gallup spokesman Arnold Wheeler adding that at this stage the average American still isn’t exactly sure what he or she wants in a politician. “Early on it’s not uncommon for voters to form brief attachments to several vastly different candidates as they get a sense of their own likes and dislikes. Primary season is a time for most voters to explore and experiment.”“Having a little fun with a strict establishment Republican who I don’t see eye-to-eye with on marriage equality can’t hurt.”“Of course most of them will just naturally drift apart from their current favorite candidate over the course of several months” continued Wheeler “but that’s just part of the political courtship process.”Of those voters who said they were not presently in a place to make a lasting commitment to a campaign nearly one quarter stated that the excitement of being involved with a variety of unfamiliar candidates was too great to think about slowing down while another 30 percent expressed concern regarding the dangers of deciding too soon on someone whose agenda they didn’t know well enough.Roughly half of those surveyed said they had recently gotten out of a long-term commitment with another politician and wanted to avoid entering right back into anything too serious.“With the last candidate I felt strongly about there ended up being a lot of lying and secrecy so I’m really in no hurry to find someone new” said Columbus OH resident Donna Regis who admitted she has recently enjoyed venturing outside her comfort zone with candidates whose values might not completely align with hers. “I have to say it’s nice to get to know someone casually without constantly worrying about how compatible we are on every last policy issue.”“Those things will become more important when I’m finally ready to get serious” she continued. “But until then having a little fun with a strict establishment Republican who I don’t see eye-to-eye with on marriage equality can’t hurt.”Many voters said they were also enjoying the freedom to pursue no-strings-attached arrangements with multiple candidates in quick succession or in some cases with several candidates simultaneously. However some respondents reported feeling anxious that they might never find a politician with whom they could truly be comfortable.“As much as I’m enjoying keeping my options open right now I’m worried what’s going to happen to me a year from now if I still haven’t found someone I could see myself genuinely caring about” said Miami resident Greg Rebholz. “The last thing I want is to wind up panicking that I don’t have a special candidate in my life and then end up clinging to the first smooth talker with a halfway attractive economic record who comes along.”Added Rebholz: “Knowing me though I’ll probably wind up just settling for Hillary.”
2015-07-30T14:26:00-05:00,https://www.theonion.com/report-rising-disney-world-ticket-costs-prompting-many-1819578075,Report: Rising Disney World Ticket Costs Prompting Many Parents To Leave Children At Home,BAY LAKE FL—Citing the 75 percent increase in ticket prices over the past decade a report published Thursday by consumer research firm McGann & Associates found that the rising cost of admission to Walt Disney World is prompting more parents to leave their children at home when visiting the popular resort.According to the study while real wages in the U.S. have remained stagnant over the past 30 years the price of a one-day theme park pass has increased fivefold a development that is forcing many mothers and fathers to drop off their kids with relatives or family friends before traveling by themselves to patronize the Magic Kingdom Epcot or any of Disney World’s other properties.“For most U.S. households the previously common practice of taking the whole family for a long weekend to Disney World is now simply out of reach leaving parents with no choice but to go to the park on their own” said the report’s author Marie Dolan who added that the average family simply does not have enough in savings to buy more than two tickets at their current cost of $105 apiece a price that she was quick to point out did not even include a water park add-on option. “A family earning the national average could at one time afford not only tickets but also three nights in an onsite Disney hotel. But now principal wage-earners must make tough sacrifices which usually means leaving the young ones behind while Mom and Dad go off to ride all the rides and visit with all the Disney characters.”“Nowadays if you look around Disney World it’s mostly just mothers and fathers who are waiting in lines for the attractions or taking one another’s photos in front of the Haunted Mansion” Dolan added.Even for parents who try to cut costs by purchasing five-day value passes or restricting their visits to just Disney’s Hollywood Studios or Animal Kingdom the resulting savings reportedly aren’t enough to allow them to bring the entire family along. In the best-case scenarios Dolan conceded that a couple could theoretically be able to scrimp sufficiently to take just one of their children provided his or her siblings were left with a caretaker who could look after them free of charge.“I have so many great memories from when my own parents brought me and my brothers here and we all rode Space Mountain and watched the Country Bear Jamboree together—but my wife Danielle and I just didn’t have enough money to bring our own daughters” said resort guest and father of two Paul Gomez 36 speaking to reporters while holding a Mickey Mouse–shaped ice cream bar and wearing the park’s iconic mouse ears hat. “I wanted more than anything to give our kids the same amazing experience I had but with all our bills and mortgage payments we could only cover a pair of airline tickets and park passes. I know my girls would have loved going on Splash Mountain getting off the ride and then rushing to get back in line with us today.”“Maybe things will turn around in a few years and we’ll be able to bring [Gomez’s daughters] Zadie and Erika but until then it’s going to be just me and my wife at the character breakfast with Belle and the Beast” Gomez added.Numerous other parents including Jessica and Raymond Huebel of Provo UT said they had hoped to give their children at least a glimpse of the fun they were having at Disney World by bringing home a set of high-quality pictures but expressed dismay that they weren’t able to cover even the most modest Memory Maker photo packages the park offers. According to the Huebels their tight budget only allowed them to purchase a single 11-by-14-inch glossy photo of the two of them riding Buzz Lightyear’s Space Ranger Spin which they said they intended to hang in their own master bedroom.“Just walking up Main Street U.S.A. and seeing Cinderella’s Castle in the distance—I would have loved to turn to my son at that moment and see him smile” said Jessica Huebel shortly after hugging both Chip and Dale in Frontierland. “But my husband says we’ll barely have enough gas money for the trip home as it is.”“I just hope prices don’t keep going up too much” she added. “Otherwise during the next visit I’ll probably be riding Big Thunder Mountain Railroad by myself.”
